"Statistic Label","Quarter","Domestic","Reason for Journey","UNIT","VALUE"
"Estimated Expenditure by Irish Residents","2005Q3","Domestic","Holiday","Euro Million","320.7"
"Estimated Expenditure by Irish Residents","2005Q3","Domestic","Business","Euro Million","38.4"
"Estimated Expenditure by Irish Residents","2005Q3","Domestic","Visiting friends/relatives","Euro Million","34.5"
"Estimated Expenditure by Irish Residents","2005Q3","Domestic","Other reasons","Euro Million","48.8"
"Estimated Expenditure by Irish Residents","2005Q3","Outbound","All reasons for journey","Euro Million","1597.1"
"Estimated Expenditure by Irish Residents","2005Q3","Outbound","Holiday","Euro Million","1250.6"
"Estimated Expenditure by Irish Residents","2005Q3","Outbound","Business","Euro Million","153.1"
"Estimated Expenditure by Irish Residents","2005Q3","Outbound","Visiting friends/relatives","Euro Million","123.9"
"Estimated Expenditure by Irish Residents","2005Q3","Outbound","Other reasons","Euro Million","69.5"
"Estimated Expenditure by Irish Residents","2005Q4","Domestic","All reasons for journey","Euro Million","259.8"
"Estimated Expenditure by Irish Residents","2005Q4","Domestic","Holiday","Euro Million","133.5"
"Estimated Expenditure by Irish Residents","2005Q4","Domestic","Business","Euro Million","55.1"
"Estimated Expenditure by Irish Residents","2005Q4","Domestic","Visiting friends/relatives","Euro Million","48.7"
"Estimated Expenditure by Irish Residents","2005Q4","Domestic","Other reasons","Euro Million","22.5"
"Estimated Expenditure by Irish Residents","2005Q4","Outbound","All reasons for journey","Euro Million","1172"
"Estimated Expenditure by Irish Residents","2005Q4","Outbound","Holiday","Euro Million","674.6"
"Estimated Expenditure by Irish Residents","2005Q4","Outbound","Business","Euro Million","258.1"
"Estimated Expenditure by Irish Residents","2005Q4","Outbound","Visiting friends/relatives","Euro Million","211.1"
"Estimated Expenditure by Irish Residents","2005Q4","Outbound","Other reasons","Euro Million","28.2"
"Estimated Expenditure by Irish Residents","2006Q1","Domestic","All reasons for journey","Euro Million","217.4"
"Estimated Expenditure by Irish Residents","2006Q1","Domestic","Holiday","Euro Million","119.9"
"Estimated Expenditure by Irish Residents","2006Q1","Domestic","Business","Euro Million","49"
"Estimated Expenditure by Irish Residents","2006Q1","Domestic","Visiting friends/relatives","Euro Million","26.6"
"Estimated Expenditure by Irish Residents","2006Q1","Domestic","Other reasons","Euro Million","21.9"
"Estimated Expenditure by Irish Residents","2006Q1","Outbound","All reasons for journey","Euro Million","1117.4"
"Estimated Expenditure by Irish Residents","2006Q1","Outbound","Holiday","Euro Million","706"
"Estimated Expenditure by Irish Residents","2006Q1","Outbound","Business","Euro Million","221.9"
"Estimated Expenditure by Irish Residents","2006Q1","Outbound","Visiting friends/relatives","Euro Million","139"
"Estimated Expenditure by Irish Residents","2006Q1","Outbound","Other reasons","Euro Million","50.5"
"Estimated Expenditure by Irish Residents","2006Q2","Domestic","All reasons for journey","Euro Million","288.1"
"Estimated Expenditure by Irish Residents","2006Q2","Domestic","Holiday","Euro Million","159.3"
"Estimated Expenditure by Irish Residents","2006Q2","Domestic","Business","Euro Million","69.1"
"Estimated Expenditure by Irish Residents","2006Q2","Domestic","Visiting friends/relatives","Euro Million","33.1"
"Estimated Expenditure by Irish Residents","2006Q2","Domestic","Other reasons","Euro Million","26.6"
"Estimated Expenditure by Irish Residents","2006Q2","Outbound","All reasons for journey","Euro Million","1428.2"
"Estimated Expenditure by Irish Residents","2006Q2","Outbound","Holiday","Euro Million","990.7"
"Estimated Expenditure by Irish Residents","2006Q2","Outbound","Business","Euro Million","246.2"
"Estimated Expenditure by Irish Residents","2006Q2","Outbound","Visiting friends/relatives","Euro Million","138.9"
"Estimated Expenditure by Irish Residents","2006Q2","Outbound","Other reasons","Euro Million","52.4"
"Estimated Expenditure by Irish Residents","2006Q3","Domestic","All reasons for journey","Euro Million","541.7"
"Estimated Expenditure by Irish Residents","2006Q3","Domestic","Holiday","Euro Million","409.1"
"Estimated Expenditure by Irish Residents","2006Q3","Domestic","Business","Euro Million","53.2"
"Estimated Expenditure by Irish Residents","2006Q3","Domestic","Visiting friends/relatives","Euro Million","52.6"
"Estimated Expenditure by Irish Residents","2006Q3","Domestic","Other reasons","Euro Million","26.8"
"Estimated Expenditure by Irish Residents","2006Q3","Outbound","All reasons for journey","Euro Million","2128.8"
"Estimated Expenditure by Irish Residents","2006Q3","Outbound","Holiday","Euro Million","1658.5"
"Estimated Expenditure by Irish Residents","2006Q3","Outbound","Business","Euro Million","200.9"
"Estimated Expenditure by Irish Residents","2006Q3","Outbound","Visiting friends/relatives","Euro Million","199.6"
"Estimated Expenditure by Irish Residents","2006Q3","Outbound","Other reasons","Euro Million","69.8"
"Estimated Expenditure by Irish Residents","2006Q4","Domestic","All reasons for journey","Euro Million","351.1"
"Estimated Expenditure by Irish Residents","2006Q4","Domestic","Holiday","Euro Million","184.4"
"Estimated Expenditure by Irish Residents","2006Q4","Domestic","Business","Euro Million","56.6"
"Estimated Expenditure by Irish Residents","2006Q4","Domestic","Visiting friends/relatives","Euro Million","92"
"Estimated Expenditure by Irish Residents","2006Q4","Domestic","Other reasons","Euro Million","18.1"
"Estimated Expenditure by Irish Residents","2006Q4","Outbound","All reasons for journey","Euro Million","1460.1"
"Estimated Expenditure by Irish Residents","2006Q4","Outbound","Holiday","Euro Million","1008.7"
"Estimated Expenditure by Irish Residents","2006Q4","Outbound","Business","Euro Million","181.3"
"Estimated Expenditure by Irish Residents","2006Q4","Outbound","Visiting friends/relatives","Euro Million","217.9"
"Estimated Expenditure by Irish Residents","2006Q4","Outbound","Other reasons","Euro Million","52.2"
"Estimated Expenditure by Irish Residents","2007Q1","Domestic","All reasons for journey","Euro Million","288.9"
"Estimated Expenditure by Irish Residents","2007Q1","Domestic","Holiday","Euro Million","166.8"
"Estimated Expenditure by Irish Residents","2007Q1","Domestic","Business","Euro Million","53.1"
"Estimated Expenditure by Irish Residents","2007Q1","Domestic","Visiting friends/relatives","Euro Million","49.8"
"Estimated Expenditure by Irish Residents","2007Q1","Domestic","Other reasons","Euro Million","19.2"
"Estimated Expenditure by Irish Residents","2007Q1","Outbound","All reasons for journey","Euro Million","1361.1"
"Estimated Expenditure by Irish Residents","2007Q1","Outbound","Holiday","Euro Million","932.3"
"Estimated Expenditure by Irish Residents","2007Q1","Outbound","Business","Euro Million","202.9"
"Estimated Expenditure by Irish Residents","2007Q1","Outbound","Visiting friends/relatives","Euro Million","182.5"
"Estimated Expenditure by Irish Residents","2007Q1","Outbound","Other reasons","Euro Million","43.4"
"Estimated Expenditure by Irish Residents","2007Q2","Domestic","All reasons for journey","Euro Million","339.7"
"Estimated Expenditure by Irish Residents","2007Q2","Domestic","Holiday","Euro Million","216"
"Estimated Expenditure by Irish Residents","2007Q2","Domestic","Business","Euro Million","45.7"
"Estimated Expenditure by Irish Residents","2007Q2","Domestic","Visiting friends/relatives","Euro Million","52.9"
"Estimated Expenditure by Irish Residents","2007Q2","Domestic","Other reasons","Euro Million","25.1"
"Estimated Expenditure by Irish Residents","2007Q2","Outbound","All reasons for journey","Euro Million","1726.8"
"Estimated Expenditure by Irish Residents","2007Q2","Outbound","Holiday","Euro Million","1295"
"Estimated Expenditure by Irish Residents","2007Q2","Outbound","Business","Euro Million","205.5"
"Estimated Expenditure by Irish Residents","2007Q2","Outbound","Visiting friends/relatives","Euro Million","158.4"
"Estimated Expenditure by Irish Residents","2007Q2","Outbound","Other reasons","Euro Million","67.9"
"Estimated Expenditure by Irish Residents","2007Q3","Domestic","All reasons for journey","Euro Million","594.6"
"Estimated Expenditure by Irish Residents","2007Q3","Domestic","Holiday","Euro Million","460.3"
"Estimated Expenditure by Irish Residents","2007Q3","Domestic","Business","Euro Million","32.1"
"Estimated Expenditure by Irish Residents","2007Q3","Domestic","Visiting friends/relatives","Euro Million","65.2"
"Estimated Expenditure by Irish Residents","2007Q3","Domestic","Other reasons","Euro Million","37"
"Estimated Expenditure by Irish Residents","2007Q3","Outbound","All reasons for journey","Euro Million","2392.1"
"Estimated Expenditure by Irish Residents","2007Q3","Outbound","Holiday","Euro Million","1933.6"
"Estimated Expenditure by Irish Residents","2007Q3","Outbound","Business","Euro Million","153.7"
"Estimated Expenditure by Irish Residents","2007Q3","Outbound","Visiting friends/relatives","Euro Million","236.8"
"Estimated Expenditure by Irish Residents","2007Q3","Outbound","Other reasons","Euro Million","68"
"Estimated Expenditure by Irish Residents","2007Q4","Domestic","All reasons for journey","Euro Million","327.8"
"Estimated Expenditure by Irish Residents","2007Q4","Domestic","Holiday","Euro Million","185"
"Estimated Expenditure by Irish Residents","2007Q4","Domestic","Business","Euro Million","63.2"
"Estimated Expenditure by Irish Residents","2007Q4","Domestic","Visiting friends/relatives","Euro Million","51.8"
"Estimated Expenditure by Irish Residents","2007Q4","Domestic","Other reasons","Euro Million","27.8"
"Estimated Expenditure by Irish Residents","2007Q4","Outbound","All reasons for journey","Euro Million","1864.8"
"Estimated Expenditure by Irish Residents","2007Q4","Outbound","Holiday","Euro Million","1381.5"
"Estimated Expenditure by Irish Residents","2007Q4","Outbound","Business","Euro Million","222.2"
"Estimated Expenditure by Irish Residents","2007Q4","Outbound","Visiting friends/relatives","Euro Million","207"
"Estimated Expenditure by Irish Residents","2007Q4","Outbound","Other reasons","Euro Million","54.1"
"Estimated Expenditure by Irish Residents","2008Q1","Domestic","All reasons for journey","Euro Million","284.2"
"Estimated Expenditure by Irish Residents","2008Q1","Domestic","Holiday","Euro Million","181"
"Estimated Expenditure by Irish Residents","2008Q1","Domestic","Business","Euro Million","41.7"
"Estimated Expenditure by Irish Residents","2008Q1","Domestic","Visiting friends/relatives","Euro Million","42.7"
"Estimated Expenditure by Irish Residents","2008Q1","Domestic","Other reasons","Euro Million","18.8"
"Estimated Expenditure by Irish Residents","2008Q1","Outbound","All reasons for journey","Euro Million","1594.5"
"Estimated Expenditure by Irish Residents","2008Q1","Outbound","Holiday","Euro Million","1132.2"
"Estimated Expenditure by Irish Residents","2008Q1","Outbound","Business","Euro Million","215.2"
"Estimated Expenditure by Irish Residents","2008Q1","Outbound","Visiting friends/relatives","Euro Million","205.1"
"Estimated Expenditure by Irish Residents","2008Q1","Outbound","Other reasons","Euro Million","42"
"Estimated Expenditure by Irish Residents","2008Q2","Domestic","All reasons for journey","Euro Million","322.2"
"Estimated Expenditure by Irish Residents","2008Q2","Domestic","Holiday","Euro Million","214.4"
"Estimated Expenditure by Irish Residents","2008Q2","Domestic","Business","Euro Million","35.7"
"Estimated Expenditure by Irish Residents","2008Q2","Domestic","Visiting friends/relatives","Euro Million","42"
"Estimated Expenditure by Irish Residents","2008Q2","Domestic","Other reasons","Euro Million","30.1"
"Estimated Expenditure by Irish Residents","2008Q2","Outbound","All reasons for journey","Euro Million","1799.2"
"Estimated Expenditure by Irish Residents","2008Q2","Outbound","Holiday","Euro Million","1279.6"
"Estimated Expenditure by Irish Residents","2008Q2","Outbound","Business","Euro Million","238.7"
"Estimated Expenditure by Irish Residents","2008Q2","Outbound","Visiting friends/relatives","Euro Million","198.9"
"Estimated Expenditure by Irish Residents","2008Q2","Outbound","Other reasons","Euro Million","82"
"Estimated Expenditure by Irish Residents","2008Q3","Domestic","All reasons for journey","Euro Million","592.8"
"Estimated Expenditure by Irish Residents","2008Q3","Domestic","Holiday","Euro Million","446.3"
"Estimated Expenditure by Irish Residents","2008Q3","Domestic","Business","Euro Million","35.2"
"Estimated Expenditure by Irish Residents","2008Q3","Domestic","Visiting friends/relatives","Euro Million","66.5"
"Estimated Expenditure by Irish Residents","2008Q3","Domestic","Other reasons","Euro Million","44.8"
"Estimated Expenditure by Irish Residents","2008Q3","Outbound","All reasons for journey","Euro Million","2421"
"Estimated Expenditure by Irish Residents","2008Q3","Outbound","Holiday","Euro Million","1943"
"Estimated Expenditure by Irish Residents","2008Q3","Outbound","Business","Euro Million","166.4"
"Estimated Expenditure by Irish Residents","2008Q3","Outbound","Visiting friends/relatives","Euro Million","214.9"
"Estimated Expenditure by Irish Residents","2008Q3","Outbound","Other reasons","Euro Million","96.7"
"Estimated Expenditure by Irish Residents","2008Q4","Domestic","All reasons for journey","Euro Million","346.8"
"Estimated Expenditure by Irish Residents","2008Q4","Domestic","Holiday","Euro Million","186.2"
"Estimated Expenditure by Irish Residents","2008Q4","Domestic","Business","Euro Million","50.2"
"Estimated Expenditure by Irish Residents","2008Q4","Domestic","Visiting friends/relatives","Euro Million","64.5"
"Estimated Expenditure by Irish Residents","2008Q4","Domestic","Other reasons","Euro Million","45.9"
"Estimated Expenditure by Irish Residents","2008Q4","Outbound","All reasons for journey","Euro Million","1372.3"
"Estimated Expenditure by Irish Residents","2008Q4","Outbound","Holiday","Euro Million","927.9"
"Estimated Expenditure by Irish Residents","2008Q4","Outbound","Business","Euro Million","165.4"
"Estimated Expenditure by Irish Residents","2008Q4","Outbound","Visiting friends/relatives","Euro Million","221.9"
"Estimated Expenditure by Irish Residents","2008Q4","Outbound","Other reasons","Euro Million","57.1"
"Estimated Expenditure by Irish Residents","2009Q1","Domestic","All reasons for journey","Euro Million","256.3"
"Estimated Expenditure by Irish Residents","2009Q1","Domestic","Holiday","Euro Million","137.8"
"Estimated Expenditure by Irish Residents","2009Q1","Domestic","Business","Euro Million","37.3"
"Estimated Expenditure by Irish Residents","2009Q1","Domestic","Visiting friends/relatives","Euro Million","37.6"
"Estimated Expenditure by Irish Residents","2009Q1","Domestic","Other reasons","Euro Million","43.6"
"Estimated Expenditure by Irish Residents","2009Q1","Outbound","All reasons for journey","Euro Million","1241.4"
"Estimated Expenditure by Irish Residents","2009Q1","Outbound","Holiday","Euro Million","814"
"Estimated Expenditure by Irish Residents","2009Q1","Outbound","Business","Euro Million","159.5"
"Estimated Expenditure by Irish Residents","2009Q1","Outbound","Visiting friends/relatives","Euro Million","168.1"
"Estimated Expenditure by Irish Residents","2009Q1","Outbound","Other reasons","Euro Million","99.8"
"Estimated Expenditure by Irish Residents","2009Q2","Domestic","All reasons for journey","Euro Million","314.4"
"Estimated Expenditure by Irish Residents","2009Q2","Domestic","Holiday","Euro Million","197.9"
"Estimated Expenditure by Irish Residents","2009Q2","Domestic","Business","Euro Million","24.4"
"Estimated Expenditure by Irish Residents","2009Q2","Domestic","Visiting friends/relatives","Euro Million","33.8"
"Estimated Expenditure by Irish Residents","2009Q2","Domestic","Other reasons","Euro Million","58.3"
"Estimated Expenditure by Irish Residents","2009Q2","Outbound","All reasons for journey","Euro Million","1577.2"
"Estimated Expenditure by Irish Residents","2009Q2","Outbound","Holiday","Euro Million","1096.8"
"Estimated Expenditure by Irish Residents","2009Q2","Outbound","Business","Euro Million","165.9"
"Estimated Expenditure by Irish Residents","2009Q2","Outbound","Visiting friends/relatives","Euro Million","164.8"
"Estimated Expenditure by Irish Residents","2009Q2","Outbound","Other reasons","Euro Million","149.7"
"Estimated Expenditure by Irish Residents","2009Q3","Domestic","All reasons for journey","Euro Million","501.2"
"Estimated Expenditure by Irish Residents","2009Q3","Domestic","Holiday","Euro Million","352.7"
"Estimated Expenditure by Irish Residents","2009Q3","Domestic","Business","Euro Million","30.5"
"Estimated Expenditure by Irish Residents","2009Q3","Domestic","Visiting friends/relatives","Euro Million","43.7"
"Estimated Expenditure by Irish Residents","2009Q3","Domestic","Other reasons","Euro Million","74.3"
"Estimated Expenditure by Irish Residents","2009Q3","Outbound","All reasons for journey","Euro Million","1809.2"
"Estimated Expenditure by Irish Residents","2009Q3","Outbound","Holiday","Euro Million","1361.4"
"Estimated Expenditure by Irish Residents","2009Q3","Outbound","Business","Euro Million","133.6"
"Estimated Expenditure by Irish Residents","2009Q3","Outbound","Visiting friends/relatives","Euro Million","193.3"
"Estimated Expenditure by Irish Residents","2009Q3","Outbound","Other reasons","Euro Million","120.9"
"Estimated Expenditure by Irish Residents","2009Q4","Domestic","All reasons for journey","Euro Million","317.9"
"Estimated Expenditure by Irish Residents","2009Q4","Domestic","Holiday","Euro Million","154.9"
"Estimated Expenditure by Irish Residents","2009Q4","Domestic","Business","Euro Million","44"
"Estimated Expenditure by Irish Residents","2009Q4","Domestic","Visiting friends/relatives","Euro Million","56"
"Estimated Expenditure by Irish Residents","2009Q4","Domestic","Other reasons","Euro Million","63"
"Estimated Expenditure by Irish Residents","2009Q4","Outbound","All reasons for journey","Euro Million","1159.1"
"Estimated Expenditure by Irish Residents","2009Q4","Outbound","Holiday","Euro Million","677.6"
"Estimated Expenditure by Irish Residents","2009Q4","Outbound","Business","Euro Million","190"
"Estimated Expenditure by Irish Residents","2009Q4","Outbound","Visiting friends/relatives","Euro Million","206.7"
"Estimated Expenditure by Irish Residents","2009Q4","Outbound","Other reasons","Euro Million","84.8"
"Estimated Expenditure by Irish Residents","2012Q1","Domestic","All reasons for journey","Euro Million","243.8"
"Estimated Expenditure by Irish Residents","2012Q1","Domestic","Holiday","Euro Million","132.7"
"Estimated Expenditure by Irish Residents","2012Q1","Domestic","Business","Euro Million","19.6"
"Estimated Expenditure by Irish Residents","2012Q1","Domestic","Visiting friends/relatives","Euro Million","46.1"
"Estimated Expenditure by Irish Residents","2012Q1","Domestic","Other reasons","Euro Million","45.4"
"Estimated Expenditure by Irish Residents","2012Q1","Outbound","All reasons for journey","Euro Million","995.1"
"Estimated Expenditure by Irish Residents","2012Q1","Outbound","Holiday","Euro Million","533.6"
"Estimated Expenditure by Irish Residents","2012Q1","Outbound","Business","Euro Million","130.4"
"Estimated Expenditure by Irish Residents","2012Q1","Outbound","Visiting friends/relatives","Euro Million","214.4"
"Estimated Expenditure by Irish Residents","2012Q1","Outbound","Other reasons","Euro Million","116.7"
"Estimated Expenditure by Irish Residents","2012Q2","Domestic","All reasons for journey","Euro Million","352.2"
"Estimated Expenditure by Irish Residents","2012Q2","Domestic","Holiday","Euro Million","180.5"
"Estimated Expenditure by Irish Residents","2012Q2","Domestic","Business","Euro Million","25.6"
"Estimated Expenditure by Irish Residents","2012Q2","Domestic","Visiting friends/relatives","Euro Million","73.2"
"Estimated Expenditure by Irish Residents","2012Q2","Domestic","Other reasons","Euro Million","72.9"
"Estimated Expenditure by Irish Residents","2012Q2","Outbound","All reasons for journey","Euro Million","1301.1"
"Estimated Expenditure by Irish Residents","2012Q2","Outbound","Holiday","Euro Million","836.2"
"Estimated Expenditure by Irish Residents","2012Q2","Outbound","Business","Euro Million","150.5"
"Estimated Expenditure by Irish Residents","2012Q2","Outbound","Visiting friends/relatives","Euro Million","162.3"
"Estimated Expenditure by Irish Residents","2012Q2","Outbound","Other reasons","Euro Million","152.1"
"Estimated Expenditure by Irish Residents","2012Q3","Domestic","All reasons for journey","Euro Million","632.1"
"Estimated Expenditure by Irish Residents","2012Q3","Domestic","Holiday","Euro Million","415.6"
"Estimated Expenditure by Irish Residents","2012Q3","Domestic","Business","Euro Million","18.2"
"Estimated Expenditure by Irish Residents","2012Q3","Domestic","Visiting friends/relatives","Euro Million","93.1"
"Estimated Expenditure by Irish Residents","2012Q3","Domestic","Other reasons","Euro Million","105.2"
"Estimated Expenditure by Irish Residents","2012Q3","Outbound","All reasons for journey","Euro Million","1950.1"
"Estimated Expenditure by Irish Residents","2012Q3","Outbound","Holiday","Euro Million","1433"
"Estimated Expenditure by Irish Residents","2012Q3","Outbound","Business","Euro Million","172.5"
"Estimated Expenditure by Irish Residents","2012Q3","Outbound","Visiting friends/relatives","Euro Million","219.1"
"Estimated Expenditure by Irish Residents","2012Q3","Outbound","Other reasons","Euro Million","125.5"
"Estimated Expenditure by Irish Residents","2012Q4","Domestic","All reasons for journey","Euro Million","286.1"
"Estimated Expenditure by Irish Residents","2012Q4","Domestic","Holiday","Euro Million","147.4"
"Estimated Expenditure by Irish Residents","2012Q4","Domestic","Business","Euro Million","17.1"
"Estimated Expenditure by Irish Residents","2012Q4","Domestic","Visiting friends/relatives","Euro Million","77.2"
"Estimated Expenditure by Irish Residents","2012Q4","Domestic","Other reasons","Euro Million","44.5"
"Estimated Expenditure by Irish Residents","2012Q4","Outbound","All reasons for journey","Euro Million","1096.2"
"Estimated Expenditure by Irish Residents","2012Q4","Outbound","Holiday","Euro Million","568.8"
"Estimated Expenditure by Irish Residents","2012Q4","Outbound","Business","Euro Million","177.9"
"Estimated Expenditure by Irish Residents","2012Q4","Outbound","Visiting friends/relatives","Euro Million","205.1"
"Estimated Expenditure by Irish Residents","2012Q4","Outbound","Other reasons","Euro Million","144.3"
"Estimated Expenditure by Irish Residents","2013Q1","Domestic","All reasons for journey","Euro Million","239.5"
"Estimated Expenditure by Irish Residents","2013Q1","Domestic","Holiday","Euro Million","122.9"
"Estimated Expenditure by Irish Residents","2013Q1","Domestic","Business","Euro Million","20.4"
"Estimated Expenditure by Irish Residents","2013Q1","Domestic","Visiting friends/relatives","Euro Million","57.9"
"Estimated Expenditure by Irish Residents","2013Q1","Domestic","Other reasons","Euro Million","38.3"
"Estimated Expenditure by Irish Residents","2013Q1","Outbound","All reasons for journey","Euro Million","1012.2"
"Estimated Expenditure by Irish Residents","2013Q1","Outbound","Holiday","Euro Million","526.8"
"Estimated Expenditure by Irish Residents","2013Q1","Outbound","Business","Euro Million","202.3"
"Estimated Expenditure by Irish Residents","2013Q1","Outbound","Visiting friends/relatives","Euro Million","185.9"
"Estimated Expenditure by Irish Residents","2013Q1","Outbound","Other reasons","Euro Million","97.2"
"Estimated Expenditure by Irish Residents","2013Q2","Domestic","All reasons for journey","Euro Million","334.8"
"Estimated Expenditure by Irish Residents","2013Q2","Domestic","Holiday","Euro Million","189"
"Estimated Expenditure by Irish Residents","2013Q2","Domestic","Business","Euro Million","23.5"
"Estimated Expenditure by Irish Residents","2013Q2","Domestic","Visiting friends/relatives","Euro Million","71.8"
"Estimated Expenditure by Irish Residents","2013Q2","Domestic","Other reasons","Euro Million","50.5"
"Estimated Expenditure by Irish Residents","2013Q2","Outbound","All reasons for journey","Euro Million","1346.1"
"Estimated Expenditure by Irish Residents","2013Q2","Outbound","Holiday","Euro Million","894.7"
"Estimated Expenditure by Irish Residents","2013Q2","Outbound","Business","Euro Million","133.6"
"Estimated Expenditure by Irish Residents","2013Q2","Outbound","Visiting friends/relatives","Euro Million","206.6"
"Estimated Expenditure by Irish Residents","2013Q2","Outbound","Other reasons","Euro Million","111.3"
"Estimated Expenditure by Irish Residents","2013Q3","Domestic","All reasons for journey","Euro Million","658.5"
"Estimated Expenditure by Irish Residents","2013Q3","Domestic","Holiday","Euro Million","483.6"
"Estimated Expenditure by Irish Residents","2013Q3","Domestic","Business","Euro Million","13.5"
"Estimated Expenditure by Irish Residents","2013Q3","Domestic","Visiting friends/relatives","Euro Million","79.7"
"Estimated Expenditure by Irish Residents","2013Q3","Domestic","Other reasons","Euro Million","81.8"
"Estimated Expenditure by Irish Residents","2013Q3","Outbound","All reasons for journey","Euro Million","1939.7"
"Estimated Expenditure by Irish Residents","2013Q3","Outbound","Holiday","Euro Million","1283.2"
"Estimated Expenditure by Irish Residents","2013Q3","Outbound","Business","Euro Million","250.8"
"Estimated Expenditure by Irish Residents","2013Q3","Outbound","Visiting friends/relatives","Euro Million","241.3"
"Estimated Expenditure by Irish Residents","2013Q3","Outbound","Other reasons","Euro Million","164.4"
"Estimated Expenditure by Irish Residents","2013Q4","Domestic","All reasons for journey","Euro Million","300.2"
"Estimated Expenditure by Irish Residents","2013Q4","Domestic","Holiday","Euro Million","151.7"
"Estimated Expenditure by Irish Residents","2013Q4","Domestic","Business","Euro Million","26.8"
"Estimated Expenditure by Irish Residents","2013Q4","Domestic","Visiting friends/relatives","Euro Million","75.5"
"Estimated Expenditure by Irish Residents","2013Q4","Domestic","Other reasons","Euro Million","46.2"
"Estimated Expenditure by Irish Residents","2013Q4","Outbound","All reasons for journey","Euro Million","1086.1"
"Estimated Expenditure by Irish Residents","2013Q4","Outbound","Holiday","Euro Million","488.1"
"Estimated Expenditure by Irish Residents","2013Q4","Outbound","Business","Euro Million","225.6"
"Estimated Expenditure by Irish Residents","2013Q4","Outbound","Visiting friends/relatives","Euro Million","254.2"
"Estimated Expenditure by Irish Residents","2013Q4","Outbound","Other reasons","Euro Million","118.1"
"Estimated Expenditure by Irish Residents","2014Q1","Domestic","All reasons for journey","Euro Million","244"
"Estimated Expenditure by Irish Residents","2014Q1","Domestic","Holiday","Euro Million","112.1"
"Estimated Expenditure by Irish Residents","2014Q1","Domestic","Business","Euro Million","28.6"
"Estimated Expenditure by Irish Residents","2014Q1","Domestic","Visiting friends/relatives","Euro Million","56.7"
"Estimated Expenditure by Irish Residents","2014Q1","Domestic","Other reasons","Euro Million","46.6"
"Estimated Expenditure by Irish Residents","2014Q1","Outbound","All reasons for journey","Euro Million","937.7"
"Estimated Expenditure by Irish Residents","2014Q1","Outbound","Holiday","Euro Million","462.5"
"Estimated Expenditure by Irish Residents","2014Q1","Outbound","Business","Euro Million","206.4"
"Estimated Expenditure by Irish Residents","2014Q1","Outbound","Visiting friends/relatives","Euro Million","176.5"
"Estimated Expenditure by Irish Residents","2014Q1","Outbound","Other reasons","Euro Million","92.3"
"Estimated Expenditure by Irish Residents","2014Q2","Domestic","All reasons for journey","Euro Million","402.5"
"Estimated Expenditure by Irish Residents","2014Q2","Domestic","Holiday","Euro Million","233.5"
"Estimated Expenditure by Irish Residents","2014Q2","Domestic","Business","Euro Million","25.4"
"Estimated Expenditure by Irish Residents","2014Q2","Domestic","Visiting friends/relatives","Euro Million","75"
"Estimated Expenditure by Irish Residents","2014Q2","Domestic","Other reasons","Euro Million","68.6"
"Estimated Expenditure by Irish Residents","2014Q2","Outbound","All reasons for journey","Euro Million","1468.5"
"Estimated Expenditure by Irish Residents","2014Q2","Outbound","Holiday","Euro Million","849.1"
"Estimated Expenditure by Irish Residents","2014Q2","Outbound","Business","Euro Million","242.5"
"Estimated Expenditure by Irish Residents","2014Q2","Outbound","Visiting friends/relatives","Euro Million","239.1"
"Estimated Expenditure by Irish Residents","2014Q2","Outbound","Other reasons","Euro Million","137.9"
"Estimated Expenditure by Irish Residents","2014Q3","Domestic","All reasons for journey","Euro Million","693.9"
"Estimated Expenditure by Irish Residents","2014Q3","Domestic","Holiday","Euro Million","484"
"Estimated Expenditure by Irish Residents","2014Q3","Domestic","Business","Euro Million","28.7"
"Estimated Expenditure by Irish Residents","2014Q3","Domestic","Visiting friends/relatives","Euro Million","105.1"
"Estimated Expenditure by Irish Residents","2014Q3","Domestic","Other reasons","Euro Million","76.1"
"Estimated Expenditure by Irish Residents","2014Q3","Outbound","All reasons for journey","Euro Million","1980.4"
"Estimated Expenditure by Irish Residents","2014Q3","Outbound","Holiday","Euro Million","1424.7"
"Estimated Expenditure by Irish Residents","2014Q3","Outbound","Business","Euro Million","146.8"
"Estimated Expenditure by Irish Residents","2014Q3","Outbound","Visiting friends/relatives","Euro Million","283.2"
"Estimated Expenditure by Irish Residents","2014Q3","Outbound","Other reasons","Euro Million","125.7"
"Estimated Expenditure by Irish Residents","2014Q4","Domestic","All reasons for journey","Euro Million","373"
"Estimated Expenditure by Irish Residents","2014Q4","Domestic","Holiday","Euro Million","163.1"
"Estimated Expenditure by Irish Residents","2014Q4","Domestic","Business","Euro Million","27.6"
"Estimated Expenditure by Irish Residents","2014Q4","Domestic","Visiting friends/relatives","Euro Million","90.2"
"Estimated Expenditure by Irish Residents","2014Q4","Domestic","Other reasons","Euro Million","92.2"
"Estimated Expenditure by Irish Residents","2014Q4","Outbound","All reasons for journey","Euro Million","1203.5"
"Estimated Expenditure by Irish Residents","2014Q4","Outbound","Holiday","Euro Million","654.8"
"Estimated Expenditure by Irish Residents","2014Q4","Outbound","Business","Euro Million","217"
"Estimated Expenditure by Irish Residents","2014Q4","Outbound","Visiting friends/relatives","Euro Million","213.3"
"Estimated Expenditure by Irish Residents","2014Q4","Outbound","Other reasons","Euro Million","118.5"
